CODE,ZONE,STATE,TOWN,PROVIDER,ADDRESS,CAT,PLAN,SPECIALTY
40028168,SOUTH EAST,ANAMBRA,AWKA ,ST ODILIA EYE CLINIC,"DIVINE SHOPPING MALL, 13 ESTHER OBIAKOR ROAD, AGU-AWKA",D,PLUS & HIGHER,OPTICAL
90128296,SOUTH EAST,ANAMBRA,AWKA,"SYNAPSE OAK CENTER, AKWA, ANAMBRA","HOUSE 4B, PITA EJIOFOR STREET, OFF ROAD 1, UDOKA HOUSING ESTATE, AWKA, ANAMBRA STATE",C,PRO & HIGHER,PSYCHIATRY
7000423,SOUTH EAST,ANAMBRA,ONITSHA,TORONTO HOSPITAL - ONITSHA,"2 UPPER NIGER BRIDGE ROAD, NIGER BRIDGE LAYOUT, ONITSHA",C,PRO & HIGHER,GENERAL MEDICINE
90128771,SOUTH EAST,ANAMBRA,NJIKOKA,URBAN HOSPITAL AND MATERNITY,"P. 0. BOX 415, ABAGANA AMAENYE",D,PLUS & HIGHER,GENERAL MEDICINE
90128722,SOUTH EAST,ANAMBRA,ONITSHA,UZOIGWE MEMORIAL HOSPITAL,"11A MODEBE AVENUE, ONITSHA, NIGERIA",D,PLUS & HIGHER,GENERAL MEDICINE
90128662,SOUTH EAST,ANAMBRA,AWKA ,ZENITH HOSPITAL AND MARTERNITY ,"PLOT112, INEZU HOUSING ESTATE",D,PLUS & HIGHER,GENERAL MEDICINE
90128782,NORTH EAST,BAUCHI,BAUCHI,261 NAF REFERENCE HOSPITAL,NIGERIAN AIRFORCE BASE BAUCHI,D,PLUS & HIGHER,GENERAL MEDICINE
90128124,NORTH EAST,BAUCHI,BAUCHI,ABUBAKAR TAFAWA BALEWA UNIVERSITY TEACHING HOSPITAL,HOSPITAL ROAD BAUCHI,D,PLUS & HIGHER,GENERAL MEDICINE
90128813,NORTH EAST,BAUCHI,BAUCHI,ALFURQAN CLINIC AND MATERNITY,"NEW GRA BEHIND ALFURQAN INTERNATIONAL ACADEMY, ALONG DASS ROAD",D,PLUS & HIGHER,GENERAL MEDICINE
90128055,NORTH EAST,BAUCHI,BAUCHI,APEX SPECIALIST MEDICARE HOSPITAL,"G.R.A, NO. 2 NNAMDI AZIKIWE ROAD, 740213, BAUCHI",E,PLUS MINI,GENERAL MEDICINE
90128299,NORTH EAST,BAUCHI,BAUCHI,AS-SALAAM HOSPITAL,GUBI DAM ROAD ALONG 1000 HOUSING ESTATE OFF MAIDUGURI BYE PASS BAUCHI,E,PLUS MINI,GENERAL MEDICINE
45028087,NORTH EAST,BAUCHI,BAUCHI,DENTAL PLUS LIMITED,"OS-ROAD OPPOSITE SHADAWANKA BARRACK, GIDAMAI, BAUCHI				
",D,PLUS & HIGHER,DENTAL
90128249,NORTH EAST,BAUCHI,BAUCHI,EXTREME HOSPITAL,"403 STATE LOW-COST BYE-PASS, AZARE",D,PLUS & HIGHER,GENERAL MEDICINE
90129308,NORTH EAST,BAUCHI,BAUCHI,FEDERAL UNIVERSITY OF HEALTH SCIENCES TEACHING HOSPITAL,NO. 5 SULE KATAGUM ROAD AZARE BAUCHI,D,PLUS & HIGHER,GENERAL MEDICINE
,NORTH EAST,BAUCHI,BAUCHI,KATAGUM MEDICAL CENTRE,"2 COE BY-PASS, OPP BADALA ACADEMY, AZARE",D,PLUS & HIGHER,GENERAL MEDICINE
7000612,NORTH EAST,BAUCHI,BAUCHI,PAHLYCON HOSPITAL ,"JOS ROAD, ADJACENT FCMB BANK",D,PLUS & HIGHER,GENERAL MEDICINE
7000630,NORTH EAST,BAUCHI,BAUCHI,REEMEE MEDICARE NIG. LTD,"6 RIMI ROAD, 740211, BAUCHI",E,PLUS MINI,GENERAL MEDICINE
91228079,NORTH EAST,BAUCHI,BAUCHI,SAUDI OPTICAL AND EYE SERVICE,"1 YANDOKA ROAD, BAUCHI STATE",D,PLUS & HIGHER,OPTICAL
90128271,NORTH EAST,BAUCHI,BAUCHI,SHIFA'A MEDICAL CENTRE,"70, SULE KATAGUM ROAD, AZARE, BAUCHI",D,PLUS & HIGHER,GENERAL MEDICINE
91228119,NORTH EAST,BAUCHI,BAUCHI,YAKUBU OPTICAL SERVICES,"MAI-SHINKAFA PLAZA, MURTALA MUH'D WAY NEAR FIDELITY BANK",D,PLUS & HIGHER,OPTICAL
7000070,SOUTH SOUTH,BAYELSA,YENOGOA,ASUEIFAI (NEWLIFE) CLINIC,"14 ASUEIFAI OFF BAYBRIDGE ROAD, HOSPITAL ROAD, YENAGOA",C,PRO & HIGHER,GENERAL MEDICINE
6500124,SOUTH SOUTH,BAYELSA,YENOGOA,BELIEVERS FAITH MEDICAL CLINIC,"10 EGEMOZE STREET, AREA: ONOPA, YENAGOA, BAYELSA",C,PRO & HIGHER,GENERAL MEDICINE
,SOUTH SOUTH,BAYELSA,YENOGOA,CENAC SPECIALIST HOSPITAL LTD,"OLD HOUSE OF ASSEMBLY QUARTERS ROAD, EKEKI, OPPOSITE SAMANTHA KLEENS, YENAGOA, BAYELSA STATE.",D,PRO & HIGHER,GENERAL MEDICINE
6800029,SOUTH SOUTH,BAYELSA,YENOGOA,CREST CONSULTANT CLINIC ,"48 YENOGOA ROAD,OFF ISAAC BORO EXPRESS WAY, KPANASIA-EPIE, YENOGOA",E,PLUS MINI,GENERAL MEDICINE
90128297,SOUTH SOUTH,BAYELSA,YENOGOA,FAMILY CARE CLINIC AND SERVICES,"108, AIT ELEBELE ROAD, OPOLO YENAGOA, BAYELSA STATE",C,PRO & HIGHER,GENERAL MEDICINE
91228105,SOUTH SOUTH,BAYELSA,YENOGOA,FLOURISH CARE EYE CLINIC,"55, NIKTON ROAD, KPANSAIA, YENAGOA",D,PLUS & HIGHER,GENERAL MEDICINE
7000520,SOUTH SOUTH,BAYELSA,YENOGOA,GLORYLAND - I.N.R.I.,"6, DSP AAMIEYESEIGHA EXPRESSWAY, BY HOSPITAL JUNCTION",C,PRO & HIGHER,GENERAL MEDICINE
7000520,SOUTH SOUTH,BAYELSA,YENOGOA,GLORYLAND - INRI DENTAL CARE CENTER,"18, DSP/ BERGER EXPRESSWAY, OVEOM, YENAGOA, BAYELSA, NIGERIA",C,PRO & HIGHER,DENTAL
7000520,SOUTH SOUTH,BAYELSA,YENOGOA,GLORYLAND - INRI OPTICAL CARE CENTER,"18, DSP/ BERGER EXPRESSWAY, OVEOM, YENAGOA, BAYELSA, NIGERIA",C,PRO & HIGHER,OPTICAL
40028165,SOUTH SOUTH,BAYELSA,YENOGOA,LUSCENT EYE CLINIC,"42, AZIKORO TOWN, JULIUS BERGER, YENOGOA",D,PLUS & HIGHER,OPTICAL
36028204,SOUTH SOUTH,BAYELSA,YENOGOA,SCANEX DIAGNOSTICS LIMITED,"58A NIKTON ROAD, KPANSIA, YENEGOA, BAYELSA STATE",D,PLUS & HIGHER,DIAGNOSTICS
7000705,SOUTH SOUTH,BAYELSA,AKANFA,TOBIS CLINIC & CONSULTANTS,"KM 14, CHIEF MELFORD OKILO RD",D,PLUS & HIGHER,GENERAL MEDICINE
90129148,SOUTH SOUTH,BAYELSA,YENOGOA,YENOGOA HOSPITAL AND MATERNITY,SAPTEX JUNCTION BY EXPRESS,D,PLUS & HIGHER,GENERAL MEDICINE
90129198,NORTH CENTRAL,BENUE,MAKURDI,161 NIGERIAN AIRFORCE HOSPITAL,AIRFORCE BASE KM 10 GBOKO ROAD,D,PLUS & HIGHER,GENERAL MEDICINE
7000061,NORTH CENTRAL,BENUE,MAKURDI,ALPHA HOSPITAL,"542 ,MAKURDI ROAD, MAKURDI, BENUE",D,PLUS & HIGHER,GENERAL MEDICINE
90128187,NORTH CENTRAL,BENUE,MAKURDI,BENONIL HOSPITAL,"7, ZION STREET, WURUNKUN",D,PLUS & HIGHER,GENERAL MEDICINE
45028059,NORTH CENTRAL,BENUE,MAKURDI,COMPREHENSIVE DENTAL CLINIC,8 INIKPI STREET HIGH-LEVEL MAKURDI,B,MAX & HIGHER,DENTAL
90128764,NORTH CENTRAL,BENUE,MAKURDI,DIAMOND HEARTS MEDICAL SERVICES LTD,NO.5 ZAAKI AZZAY STREET OFF GEORGE AKUME ROAD,D,PLUS & HIGHER,GENERAL MEDICINE
90128687,NORTH CENTRAL,BENUE,MAKURDI,EMORY SPECIALIST HOSPITAL,NO.124 ABUKING SHULUWA ROAD AKPEHE MAKURDI,D,PLUS & HIGHER,GENERAL MEDICINE
90128162,NORTH CENTRAL,BENUE,MAKURDI,FOUNDATION MEMORIAL HOSPITAL ,"
49 KONSHISHA STREET, MAKURDI",E,PLUS MINI,GENERAL MEDICINE
90129043,NORTH CENTRAL,BENUE,KATSINA-ALA,GENERAL HOSPITAL KATSINA-ALA,LEA HEAD OFFICE KATSINA-ALA,D,PLUS & HIGHER,GENERAL MEDICINE
7000753,NORTH CENTRAL,BENUE,MAKURDI,GRACE COTTAGE HOSPITAL,"7, DAVID MARK BY PASS, MAKURDI, BENUE STATE/",C,PRO & HIGHER,GENERAL MEDICINE
90128688,NORTH CENTRAL,BENUE,MAKURDI,HEMKO HOSPITAL,KANSHIO BEHIND TOWERING TOTS SCHOOL MAKURDI,D,PLUS & HIGHER,GENERAL MEDICINE
7000324,NORTH CENTRAL,BENUE,MAKURDI,MADONNA HOSPITAL,"MADONNA HOSPITAL, BEHIND UNION BANK OF NIGERIA, NEW OTUKPO ROAD, P. O. BOX 503, MAKURDI, BENUE STATE",C,PRO & HIGHER,GENERAL MEDICINE
7000127,NORTH CENTRAL,BENUE,GBOKO,MYOM HOSPITAL,GENERAL HOSPITAL RD,E,PLUS MINI,GENERAL MEDICINE
40028020,NORTH CENTRAL,BENUE,MAKURDI,NIGER OPTICAL SERVICES,"20 J.S TARKA ROAD, BY BENUE CRESCENT JUNCTION",D,PLUS & HIGHER,OPTICAL
90129098,NORTH CENTRAL,BENUE,GBOKO,NKST HOSPITAL MKAR,"190, GBOKO BENUE STATE NKST SECREATERIAT MKAR, GBOKO",D,PLUS & HIGHER,GENERAL MEDICINE
7000134,NORTH CENTRAL,BENUE,OTUKPO,OTIA HOSPITAL                                              ,"1, KANO STREET, OTUKPO, BENUE STATE",C,PRO & HIGHER,GENERAL MEDICINE
7000757,NORTH CENTRAL,BENUE,MAKURDI,PISHON WOMEN SPECIALIST CLINIC MAKURDI,"NO. 5 SAMUEL IGBA STREET, OFF MAKURDI MODERN MARKET ROAD, MAKURDI",C,PRO & HIGHER,GENERAL MEDICINE
90129044,NORTH CENTRAL,BENUE,MAKURDI,QUEENS CLINIC LIMITED MAKURDI,NO. 16 RAILWAY CLOSE OFF RAILWAY BYPASS H/L MAKURDI,C,PRO & HIGHER,GENERAL MEDICINE
7000640,NORTH CENTRAL,BENUE,OTUKPO,ROYAL SPECIALIST HOSPITAL,NO 1 AGATU STREET OTUKPO BENUE STATE,D,PLUS & HIGHER,GENERAL MEDICINE
7000386,NORTH CENTRAL,BENUE,MAKURDI,SANDRA HOSPITAL                                             ,"24 J S TARKA ROAD, MAKURDI",D,PLUS & HIGHER,GENERAL MEDICINE
90128548,NORTH CENTRAL,BENUE,MAKURDI,ST JOSEPH CLINIC AND MATERNITY ,"19, ISHEGH NOR STREET OPP MUAKATA PARIS AND GARDEN",D,PLUS & HIGHER,GENERAL MEDICINE
90128794,NORTH CENTRAL,BENUE,MAKURDI,SYL-ALPHA MEDICAL SERVICE LIMITRD,"28 IORKYAA-AKO STREE, HIGH LEVEL MAKURDI",D,PLUS & HIGHER,GENERAL MEDICINE
90128302,NORTH CENTRAL,BENUE,MAKURDI,TBT HOSPITAL,91 CAPTAIN DOWNES ROAD,D,PLUS & HIGHER,GENERAL MEDICINE
85028014,NORTH CENTRAL,BENUE,MAKURDI,UNION DIAGNOSTICS AND CLINICAL SERVICES PLC,"LOGA HOUSE, 1 LAGOS STREET, NEAR FMC, WADATA AREA",D,PLUS & HIGHER,DIAGNOSTICS
90129297,NORTH CENTRAL,BENUE,MAKURDI,VITALITY CLINIC AND MATERNITY,"NO 3 BADAGRY STREET, OFF KATSIN ALA STREET",D,PLUS & HIGHER,GENERAL MEDICINE
40028067,NORTH CENTRAL,BENUE,MAKURDI,ZION EYE CARE & OPTICAL SERVICES LIMITED,"19, RAILWAY BY-PASS, HIGH LEVEL, MAKURDI, BENUE STATE.",D,PLUS & HIGHER,OPTICAL
90128616,NORTH EAST,BORNO,BIU,ABBOTT CLINIC AND MATERNITY,18 DAMATURU ROAD BIU,D,PLUS & HIGHER,GENERAL MEDICINE
90128309,NORTH EAST,BORNO,BIU,ABBOTT CLINICS,18 DAMATURU RD,D,PLUS & HIGHER,GENERAL MEDICINE
90128311,NORTH EAST,BORNO,MAIDUGURI,ALPINE HOSPITAL,KUNMI ROAD MAIDUGURI,D,PLUS & HIGHER,GENERAL MEDICINE
40028124,NORTH EAST,BORNO,MAIDUGURI,B.H.A EYE CARE SERVICES,C5 KASHIM SHETTIMA PLAZA BAMA ROAD MAIDUGURI,D,PLUS & HIGHER,OPTICAL
60028001,NORTH EAST,BORNO,MAIDUGURI,BORNO MEDICAL CLINIC,"17/25 BUKAR BOLORI STREET, KUMSHE WARD (FORMER AYAMSU MEMORIAL HOSPITAL).",D,PLUS & HIGHER,GENERAL MEDICINE
90128664,NORTH EAST,BORNO,MAIDUGURI,CITY MEDICAL CENTRE,LAWAN BUKAR WARD SABON LAMBA,D,PLUS & HIGHER,GENERAL MEDICINE
90128942,NORTH EAST,BORNO,MAIDUGURI,EMERALD SPECIALIST HOSPITAL,NO.184 FUREMA STREET POMPOMARI BYPASS AFTER TEACHERS VILLAGE MAIDUGURI,E,PLUS MINI,GENERAL MEDICINE
76028002,NORTH EAST,BORNO,MAIDUGURI,FEDERAL NEUROPSYCHIATRIC HOSPITAL ,BAGA ROAD MAIDUGURI ,D,PLUS & HIGHER,PSYCHIATRY
45028081,NORTH EAST,BORNO,MAIDUGURI,FRIENDLY DENTAL CARE,NO. 4 SHEHU LAMINU WAY OPPOSITE DUJIMA HOTEL,D,PLUS & HIGHER,DENTAL
90128315,NORTH EAST,BORNO,MAIDUGURI,GWARY CLINIC ,SHANI,D,PLUS & HIGHER,GENERAL MEDICINE
90128135,NORTH EAST,BORNO,BIU,HIRKU CLINIC,DAMATURU ROAD,D,PLUS & HIGHER,GENERAL MEDICINE
90128802,NORTH EAST,BORNO,MAIDUGURI,HORAMA SPECIALIST HOSPITAL LTD,FEROBE STREET OFF LAGOS STREET GRA MAIDUGURI,B,MAX & HIGHER,GENERAL MEDICINE
7000306,NORTH EAST,BORNO,MAIDUGURI,KANEM HOSPITAL,"152, TAFAWA BALEWA STR",E,PLUS MINI,GENERAL MEDICINE
7000051,NORTH EAST,BORNO,MAIDUGURI,NEW FOUNDATION HOSPITAL,"340,SHAHN UMAR GARBAI ROAD, SABONLAMBA, GALADIMA JUNCTION BORNO STATE",E,PLUS MINI,GENERAL MEDICINE
7000641,NORTH EAST,BORNO,MAIDUGURI,ROYAL SPECIALIST HOSPITAL,GOMBOLE ROAD AFTER GIWA BARRACKS MAIDUGURI,D,PLUS & HIGHER,GENERAL MEDICINE
90128844,NORTH EAST,BORNO,MAIDUGURI,UNIVERSITY OF MAIDUGURI TEACHING HOSPITAL,BAMA ROAD MAIDUGURI,D,PLUS & HIGHER,GENERAL MEDICINE
90128319,NORTH EAST,BORNO,MAIDUGURI,WHITE ARENA ,"GOMBOLE ROAD, MAIDUGURI ",C,PRO & HIGHER,PHYSIOTHERAPY
90128115,NORTH EAST,BORNO,MAIDUGURI,ZAMAN CLINIC ,"87/89 SIR KASHIM ROAD, MAIDUGURI, BORNO",D,PLUS & HIGHER,GENERAL MEDICINE
6800001,SOUTH SOUTH,CROSS RIVER,CALABAR,ARUBAH SPECIALIST HOSPITAL,NO 23 NSEFIK EYO CLOSE OFF NDIDEM USANG ISO ROAD,B,MAX & HIGHER,GENERAL MEDICINE
6800001,SOUTH SOUTH,CROSS RIVER,CALABAR,ARUBAH SPECIALIST HOSPITAL,TEACHING HOSPITAL ROAD,B,MAX & HIGHER,GENERAL MEDICINE
7000449,SOUTH SOUTH,CROSS RIVER,CALABAR,ASI UKPO DIAGNOSTICS,4 MARY SLESSOR AVENUE CALABAR,D,PLUS & HIGHER,GENERAL MEDICINE
7000449,SOUTH SOUTH,CROSS RIVER,KLAND,ASI UKPO DIAGNOSTICS,1 HOSPITAL ROAD,D,PLUS & HIGHER,GENERAL MEDICINE
6000090,SOUTH SOUTH,CROSS RIVER,CALABAR,BAKOR MEDICAL CENTRE,"141, NDIDEM USANG ISO RD",E,PLUS MINI,GENERAL MEDICINE
4000087,SOUTH SOUTH,CROSS RIVER,CALABAR,BENITA EYE CLINIC,"10, MAYNE AVENUE, CALABAR",D,PLUS & HIGHER,OPTICAL
90128298,SOUTH SOUTH,CROSS RIVER,CALABAR,CALABAR WOMEN & CHILDREN HOSPITAL,164/165 MURTALA MOHAMMED HIGHWAY CALBAR,C,PRO & HIGHER,OBSTETRICS & GYNAECOLOGY
7000077,SOUTH SOUTH,CROSS RIVER,IKOM,COUNTY SPECIALIST HOSPITAL,11 CALABAR ROAD IKOM,E,PLUS MINI,GENERAL MEDICINE
6500130,SOUTH SOUTH,CROSS RIVER,CALABAR,DANEX MEDICAL CENTRE LTD,"5 DANEX ROAD, OFF IKOM/CALABAR HIGH WAY",D,PLUS & HIGHER,GENERAL MEDICINE
40028045,SOUTH SOUTH,CROSS RIVER,CALABAR,ELIM EYE HOSPITAL,"41, DIAMOND HILL, CALABAR, CROSS RIVER STATE.",D,PLUS & HIGHER,OPTICAL
40028078,SOUTH SOUTH,CROSS RIVER,CALABAR,EYES AND VISION,12 NDIDEN USANG ISO BLVD( PARLAIMENTARY ROAD EXT.) JOHNATHAN BY PASS,D,PLUS & HIGHER,OPTICAL
6000006,SOUTH SOUTH,CROSS RIVER,CALABAR,FAITH FOUNDATION SPECIALIST CLINIC,"57, NDIDEM USANG ISO RD",B,MAX & HIGHER,GENERAL MEDICINE
45028135,SOUTH SOUTH,CROSS RIVER,CALABAR,GOLD SPARKLES DENTAL CLINIC,"81 GOLDIE STREET, CALABAR",D,PLUS & HIGHER,DENTAL
4000193,SOUTH SOUTH,CROSS RIVER,CALABAR,GRACEVIEW EYE CLINIC,79 ETTA AGBOR ROAD,D,PLUS & HIGHER,OPTICAL
90128113,SOUTH SOUTH,CROSS RIVER,IKOM,HOLY FAMILY CATHOLIC HOSPITAL,"BESIDE HOLY FAMILY PARISH, FOUR CORNERS",E,PLUS MINI,GENERAL MEDICINE
90128039,SOUTH SOUTH,CROSS RIVER,CALABAR,IMMANUEL INFIRMARY,"1, ASSEMBLIES OF GOD RD, ARMY JUNCTION, IKOT EFFANG",D,PLUS & HIGHER,GENERAL MEDICINE
7000542,SOUTH SOUTH,CROSS RIVER,CALABAR,JOEBONG SKIN AND MEDICAL CENTRE,4 KADANA STREET OFF ATEKONG DRIVE STATE HOUSING ESTATE CALABAR,C,PRO & HIGHER,GENERAL MEDICINE
90129275,SOUTH SOUTH,CROSS RIVER,CALABAR,JOEMEDE HOSPITAL AND MATERNITY ,"207 OLD ODUKPANI ROAD, CALABAR, IKOT EFFA ROUND-ABOUT, CROSS RIVER STATE",D,PLUS & HIGHER,GENERAL MEDICINE
90129015,SOUTH SOUTH,CROSS RIVER,OGOJA,JOHNMARK COTTAGE HOSPITAL,"3, MBUBE NDOK ROAD, OGOJA JUCTION, CROSS RIVER",D,PLUS & HIGHER,GENERAL MEDICINE
90128611,SOUTH SOUTH,CROSS RIVER,CALABAR,KREITTON CARE HOSPITAL,12 EBED RESIDENTIAL ESTATE ASARI ESO LAYOUT ,C,PRO & HIGHER,GENERAL MEDICINE
7000563,SOUTH SOUTH,CROSS RIVER,CALABAR,LUCIAMA MEMORIAL EYE SPECIALIST HOSPITAL,10 LUCIAMA HOSPITAL ROAD OFFF WATER INTAKE ROAD CALABAR,D,PLUS & HIGHER,OPTICAL
7000563,SOUTH SOUTH,CROSS RIVER,CALABAR,LUCIAMA MEMORIAL SPECIALIST HOSPITAL,10 LUCIAMA HOSPITAL ROAD OFFF WATER INTAKE ROAD CALABAR,D,PLUS & HIGHER,GENERAL MEDICINE
4000252,SOUTH SOUTH,CROSS RIVER,CALABAR,MEGO VISION CLINIC CALABAR,"54 NDIDEM USANG ISO RD, BIG QUA TOWN, CALABAR",C,PRO & HIGHER,OPTICAL
7000768,SOUTH SOUTH,CROSS RIVER,CALABAR,MT ZION MEDICAL CENTER,"28B, YELLOW DUKE STREET, CHAMLEY,, CALABAR SOUTH, CROSS RIVER, NIGERIA.",C,PRO & HIGHER,GENERAL MEDICINE
90128270,SOUTH SOUTH,CROSS RIVER,OGOJA,SANCTA MARIA HOSPITAL,"11 EROKORO STREET, INDUSTRIAL LAYOUT ABAKPA OGOJA",D,PLUS & HIGHER,GENERAL MEDICINE
91228011,SOUTH SOUTH,CROSS RIVER,CALABAR,ST CECILIA EYE CLINIC,"VENETIAN MALL, PLOT 5, MURTALA MUHAMMED HIGHWAY",D,PLUS & HIGHER,OPTICAL
3500010,SOUTH SOUTH,CROSS RIVER,CALABAR,SYNLAB CALABAR CHILDREN HOSPITAL,"164/165, MURTALA MUHAMMED HIGHWAY, CALABAR",C,PRO & HIGHER,LABORATORY
9010035,SOUTH SOUTH,CROSS RIVER,CALABAR,TESTIMONY MEDICAL CONSULTANTS,"PLOT 392 ETA-AGBOR LAYOUT, SEN. BASSEY EWA HENSHAW DRIVE, OFF UNICAL HOTEL ROAD, CALABAR",C,PRO & HIGHER,GENERAL MEDICINE
4500140,SOUTH SOUTH,CROSS RIVER,CALABAR,VINCITORE DENTAL CLINIC,"6 MCC ROAD, OPPOSITE MILLICENT PETROL STATION, IKOT EYO, CALABAR",C,PRO & HIGHER,DENTAL
9120010,SOUTH SOUTH,CROSS RIVER,CALABAR,ZERAH EYE HOSPITAL & LASER CENTER,103 IBOM LAYOUT OPPOSITE LIVING FAITH CHURCH,B,MAX & HIGHER,OPTICAL
4000110,SOUTH SOUTH,DELTA,WARRI,ABELO EYE CLINIC                                           ,"114, WARRI/SAPELE ROAD, WARRI",D,PLUS & HIGHER,OPTICAL
6000155,SOUTH SOUTH,DELTA,WARRI,AFRIGLOBAL MEDICARE LIMITED DELTA,"DELTA STATE UNIVERSITY TEACHING HOSPITAL, OGHARA-AJAGBADUDU ROAD, OGHARA, DELTA STATE.",D,PLUS & HIGHER,DIAGNOSTICS
90128300,SOUTH SOUTH,DELTA,WARRI,AGBOWUS MEDICAL CENTER,"3, OGBE DRIVE, EKUREDE, WARRI",B,MAX & HIGHER,GENERAL MEDICINE
90129105,SOUTH SOUTH,DELTA,ASABA,AGCARE SPECIALIST CLINIC ,"1 S.C DUNKWU STREET,  OFF  C. SAMUEL BY DIVINE WAY BAPTIST, OFF OKPANAM ROAD, ASABA",E,PLUS MINI,GENERAL MEDICINE
91228015,SOUTH SOUTH,DELTA,ASABA,AILEN EYE CLINIC,"395 NNEBISI ROAD, LION HOSUE, ASABA",D,PLUS & HIGHER,OPTICAL
7000193,SOUTH SOUTH,DELTA,AGBOR,ANIOMA HOSPITAL,"13, MEMEH STREET BOJI BOJI, OWA, DELTA STATE",D,PLUS & HIGHER,GENERAL MEDICINE
40028046,SOUTH SOUTH,DELTA,EFFURUN,AUBAINE EYECARE INC.,"FLAT 2, WHITE IDIEGBE ESTATE, 24, AIRPORT ROAD, UGBORIKOKO",D,PLUS & HIGHER,OPTICAL
90129250,SOUTH SOUTH,DELTA,AGBOR,BC OMODON MEMORIAL HOSPITAL,"41, ODOZI STREET, AGBOR, DELTA STATE",D,PLUS & HIGHER,GENERAL MEDICINE
45028067,SOUTH SOUTH,DELTA,EFFURUN,BEAM DENTAL CLINIC,"SHOP 3, DELTA MALL",D,PLUS & HIGHER,DENTAL
35028004,SOUTH SOUTH,DELTA,WARRI,BIOSCREEN MEDICAL DIAGNOSTICS LABORATORY,"30, OKOTIE STREET, OKUMAGBA LAYOUT, WARRI, DELTA STATE",D,PLUS & HIGHER,DIAGNOSTICS
4500039,SOUTH SOUTH,DELTA,ASABA,BLUE CROSS DOYEN DENTAL CLINIC,NO 2 NNEKA NWACHUKWU CLOSE OF  AMB LEO OKOGWU STR. ASABA,D,PLUS & HIGHER,DENTAL
7000467,SOUTH SOUTH,DELTA,KWALE,BREMA HOSPITAL,5/7 ASHAKA RD,D,PLUS & HIGHER,GENERAL MEDICINE
45028062,SOUTH SOUTH,DELTA,WARRI,BRIDGE DENTAL CLINIC,39 AIRPORT ROAD OPPOSITE TIVO SUPERMARKET EFFURUN,D,PLUS & HIGHER,DENTAL
7000882,SOUTH SOUTH,DELTA,WARRI,BRYANT HOSPITAL LIMITED,NO 13 ETI/MUDIAGA STREET OFF EMEBIREN STREET OKUMAGBA LAYOUT,D,PLUS & HIGHER,GENERAL MEDICINE
7000232,SOUTH SOUTH,DELTA,WARRI,CAPITOL HILL HOSPITAL,"2, OMAMOFE SILLO STREET, OFF ETUWEWE STEET",C,PRO & HIGHER,GENERAL MEDICINE
7000232,SOUTH SOUTH,DELTA,WARRI,CAPITOL HILL HOSPITAL,"NO. 38B AIRPORT ROAD, UGBORIKOKO. OPP. UGBOROKE SECONDARY SCHOOL",C,PRO & HIGHER,GENERAL MEDICINE
7000072,SOUTH SOUTH,DELTA,ABBI,CATHOLIC HOSPITAL ABBI,"OGBEZI ROAD, ABBI. DELTA STATE",C,PRO & HIGHER,GENERAL MEDICINE
3500007,SOUTH SOUTH,DELTA,WARRI,CLINA LANCET LABORATORIES WARRI,"SUITE 8,BLOCK 2, EDEWOR SHOPPING CENTRE, EFFURUN – SAPELE ROAD, WARRI, DELTA STATE NIGERIA",D,PLUS & HIGHER,LABORATORY
,SOUTH SOUTH,DELTA,AGBOR,CRESCENT DIAGNOSTICS,"178, OLD LAGOS/ASABA ROAD(BY EU-OWA TRAFFIC LIGHT) BOJI-BOJI",D,PLUS & HIGHER,DIAGNOSTICS
,SOUTH SOUTH,DELTA,ASABA,CRESCENT DIAGNOSTICS,435 NNEBISI ROAD OPPOSITE FMC ASABA,D,PLUS & HIGHER,DIAGNOSTICS
7000486,SOUTH SOUTH,DELTA,AGBOR,DAY SPRING HOSPITAL ,"PLOT 708, 2ND STREET, DDPA BENDEL ESTATE, AGBOR, DELTA STATE",D,PLUS & HIGHER,GENERAL MEDICINE
90128301,SOUTH SOUTH,DELTA,WARRI,DDS EYE CENTRE & SURGERY,"34, AIRPORT ROAD",B,MAX & HIGHER,OPTICAL
4500013,SOUTH SOUTH,DELTA,WARRI,DENTOBA DENTAL CLINIC,NO 7 OBADA CLOSE OFF REFINERY ROAD BY HOTEL EXCEL EFFURUN DELTA STATE,C,PRO & HIGHER,DENTAL
90129394,SOUTH SOUTH,DELTA,WARRI,DIVINE MOVING STAR HOSPITAL ,"7 OKOTIE STREET, UGBORI, OPPOSITE THE TOWN HALL EKUREDE ITSEKIRI, WARRI, ESTATE ROUNDABOUT OKUMAGBA LAYOUT, DELTA STATE",D,PLUS & HIGHER,GENERAL MEDICINE
3000032,SOUTH SOUTH,DELTA,ASABA,ECHOLAB SERVICES LIMITED ASABA,"375B NNEBISI ROAD, UMUAGU, ASABA",D,PLUS & HIGHER,DIAGNOSTICS
90128745,SOUTH SOUTH,DELTA,ASABA,EL-COMFORT HOSPITAL ASABA,"1 FEAR GOD STREET BONSAAC, OKWE ASABA ",D,PLUS & HIGHER,GENERAL MEDICINE
4000021,SOUTH SOUTH,DELTA,ASABA,EYEMASTERS LIMITED ASABA,"INDEPENDENCE MALL, PLOT 2, PHASE 4,OKPANAM ROAD,BY VILLA TUSCANA HOTELS, ASABA, DELTASTATE.",C,PRO & HIGHER,OPTICAL
