CODE,ZONE,STATE,TOWN,PROVIDER,ADDRESS,CAT,PLAN,SPECIALTY
90128722,SOUTH EAST,ANAMBRA,ONITSHA,UZOIGWE MEMORIAL HOSPITAL,"11A MODEBE AVENUE, ONITSHA, NIGERIA",D,ALL PLANS ,GENERAL MEDICINE
90128662,SOUTH EAST,ANAMBRA,AWKA ,ZENITH HOSPITAL AND MARTERNITY ,"PLOT112, INEZU HOUSING ESTATE",D,ALL PLANS ,GENERAL MEDICINE
90128782,NORTH EAST,BAUCHI,BAUCHI,261 NAF REFERENCE HOSPITAL,NIGERIAN AIRFORCE BASE BAUCHI,D,ALL PLANS ,GENERAL MEDICINE
90128124,NORTH EAST,BAUCHI,BAUCHI,ABUBAKAR TAFAWA BALEWA UNIVERSITY TEACHING HOSPITAL,HOSPITAL ROAD BAUCHI,D,ALL PLANS ,GENERAL MEDICINE
90128813,NORTH EAST,BAUCHI,BAUCHI,ALFURQAN CLINIC AND MATERNITY,"NEW GRA BEHIND ALFURQAN INTERNATIONAL ACADEMY, ALONG DASS ROAD",D,ALL PLANS ,GENERAL MEDICINE
90128055,NORTH EAST,BAUCHI,BAUCHI,APEX SPECIALIST MEDICARE HOSPITAL,"G.R.A, NO. 2 NNAMDI AZIKIWE ROAD, 740213, BAUCHI",D,ALL PLANS ,GENERAL MEDICINE
90128299,NORTH EAST,BAUCHI,BAUCHI,AS-SALAAM HOSPITAL,GUBI DAM ROAD ALONG 1000 HOUSING ESTATE OFF MAIDUGURI BYE PASS BAUCHI,D,ALL PLANS ,GENERAL MEDICINE
45028087,NORTH EAST,BAUCHI,BAUCHI,DENTAL PLUS LIMITED,"OS-ROAD OPPOSITE SHADAWANKA BARRACK, GIDAMAI, BAUCHI				
",D,ALL PLANS ,DENTAL
90128249,NORTH EAST,BAUCHI,BAUCHI,EXTREME HOSPITAL,"403 STATE LOW-COST BYE-PASS, AZARE",D,ALL PLANS ,GENERAL MEDICINE
,NORTH EAST,BAUCHI,BAUCHI,KATAGUM MEDICAL CENTRE,"2 COE BY-PASS, OPP BADALA ACADEMY, AZARE",D,ALL PLANS ,GENERAL MEDICINE
7000612,NORTH EAST,BAUCHI,BAUCHI,PAHLYCON HOSPITAL ,"JOS ROAD, ADJACENT FCMB BANK",D,ALL PLANS ,GENERAL MEDICINE
7000630,NORTH EAST,BAUCHI,BAUCHI,REEMEE MEDICARE NIG. LTD,"6 RIMI ROAD, 740211, BAUCHI",D,ALL PLANS ,GENERAL MEDICINE
90128271,NORTH EAST,BAUCHI,BAUCHI,SHIFA'A MEDICAL CENTRE,"70, SULE KATAGUM ROAD, AZARE, BAUCHI",D,ALL PLANS ,GENERAL MEDICINE
7000070,SOUTH SOUTH,BAYELSA,YENOGOA,ASUEIFAI (NEWLIFE) CLINIC,"14 ASUEIFAI OFF BAYBRIDGE ROAD, HOSPITAL ROAD, YENAGOA",C,PRO & HIGHER,GENERAL MEDICINE
6500124,SOUTH SOUTH,BAYELSA,YENOGOA,BELIEVERS FAITH MEDICAL CLINIC,"10 EGEMOZE STREET, AREA: ONOPA, YENAGOA, BAYELSA",C,PRO & HIGHER,GENERAL MEDICINE
,SOUTH SOUTH,BAYELSA,YENOGOA,CENAC SPECIALIST HOSPITAL LTD,"OLD HOUSE OF ASSEMBLY QUARTERS ROAD, EKEKI, OPPOSITE SAMANTHA KLEENS, YENAGOA, BAYELSA STATE.",D,PRO & HIGHER,GENERAL MEDICINE
6800029,SOUTH SOUTH,BAYELSA,YENOGOA,CREST CONSULTANT CLINIC ,"48 YENOGOA ROAD,OFF ISAAC BORO EXPRESS WAY, KPANASIA-EPIE, YENOGOA",D,ALL PLANS ,GENERAL MEDICINE
90128297,SOUTH SOUTH,BAYELSA,YENOGOA,FAMILY CARE CLINIC AND SERVICES,"108, AIT ELEBELE ROAD, OPOLO YENAGOA, BAYELSA STATE",C,PRO & HIGHER,GENERAL MEDICINE
91228105,SOUTH SOUTH,BAYELSA,YENOGOA,FLOURISH CARE EYE CLINIC,"55, NIKTON ROAD, KPANSAIA, YENAGOA",D,ALL PLANS,GENERAL MEDICINE
7000520,SOUTH SOUTH,BAYELSA,YENOGOA,GLORYLAND - I.N.R.I.,"6, DSP AAMIEYESEIGHA EXPRESSWAY, BY HOSPITAL JUNCTION",C,PRO & HIGHER,GENERAL MEDICINE
7000520,SOUTH SOUTH,BAYELSA,YENOGOA,GLORYLAND - INRI DENTAL CARE CENTER,"18, DSP/ BERGER EXPRESSWAY, OVEOM, YENAGOA, BAYELSA, NIGERIA",C,PRO & HIGHER,DENTAL
7000520,SOUTH SOUTH,BAYELSA,YENOGOA,GLORYLAND - INRI OPTICAL CARE CENTER,"18, DSP/ BERGER EXPRESSWAY, OVEOM, YENAGOA, BAYELSA, NIGERIA",C,PRO & HIGHER,OPTICAL
7000705,SOUTH SOUTH,BAYELSA,AKANFA,TOBIS CLINIC & CONSULTANTS,"KM 14, CHIEF MELFORD OKILO RD",D,ALL PLANS ,GENERAL MEDICINE
90129148,SOUTH SOUTH,BAYELSA,YENOGOA,YENOGOA HOSPITAL AND MATERNITY,SAPTEX JUNCTION BY EXPRESS,D,ALL PLANS,GENERAL MEDICINE
90129198,NORTH CENTRAL,BENUE,MAKURDI,161 NIGERIAN AIRFORCE HOSPITAL,AIRFORCE BASE KM 10 GBOKO ROAD,D,ALL PLANS,GENERAL MEDICINE
7000061,NORTH CENTRAL,BENUE,MAKURDI,ALPHA HOSPITAL,"542 ,MAKURDI ROAD, MAKURDI, BENUE",D,ALL PLANS ,GENERAL MEDICINE
90128187,NORTH CENTRAL,BENUE,MAKURDI,BENONIL HOSPITAL,"7, ZION STREET, WURUNKUN",D,ALL PLANS ,GENERAL MEDICINE
45028059,NORTH CENTRAL,BENUE,MAKURDI,COMPREHENSIVE DENTAL CLINIC,8 INIKPI STREET HIGH-LEVEL MAKURDI,B,MAX & HIGHER,DENTAL
90128764,NORTH CENTRAL,BENUE,MAKURDI,DIAMOND HEARTS MEDICAL SERVICES LTD,NO.5 ZAAKI AZZAY STREET OFF GEORGE AKUME ROAD,D,ALL PLANS ,GENERAL MEDICINE
90128687,NORTH CENTRAL,BENUE,MAKURDI,EMORY SPECIALIST HOSPITAL,NO.124 ABUKING SHULUWA ROAD AKPEHE MAKURDI,D,ALL PLANS ,GENERAL MEDICINE
90128162,NORTH CENTRAL,BENUE,MAKURDI,FOUNDATION MEMORIAL HOSPITAL ,"
49 KONSHISHA STREET, MAKURDI",D,ALL PLANS ,GENERAL MEDICINE
90129043,NORTH CENTRAL,BENUE,KATSINA-ALA,GENERAL HOSPITAL KATSINA-ALA,LEA HEAD OFFICE KATSINA-ALA,D,ALL PLANS ,GENERAL MEDICINE
7000753,NORTH CENTRAL,BENUE,MAKURDI,GRACE COTTAGE HOSPITAL,"7, DAVID MARK BY PASS, MAKURDI, BENUE STATE/",C,PRO & HIGHER,GENERAL MEDICINE
90128688,NORTH CENTRAL,BENUE,MAKURDI,HEMKO HOSPITAL,KANSHIO BEHIND TOWERING TOTS SCHOOL MAKURDI,D,ALL PLANS ,GENERAL MEDICINE
7000324,NORTH CENTRAL,BENUE,MAKURDI,MADONNA HOSPITAL,"MADONNA HOSPITAL, BEHIND UNION BANK OF NIGERIA, NEW OTUKPO ROAD, P. O. BOX 503, MAKURDI, BENUE STATE",C,PRO & HIGHER,GENERAL MEDICINE
7000127,NORTH CENTRAL,BENUE,GBOKO,MYOM HOSPITAL,GENERAL HOSPITAL RD,D,ALL PLANS ,GENERAL MEDICINE
40028020,NORTH CENTRAL,BENUE,MAKURDI,NIGER OPTICAL SERVICES,"20 J.S TARKA ROAD, BY BENUE CRESCENT JUNCTION",D,ALL PLANS ,OPTICAL
90129098,NORTH CENTRAL,BENUE,GBOKO,NKST HOSPITAL MKAR,"190, GBOKO BENUE STATE NKST SECREATERIAT MKAR, GBOKO",D,ALL PLANS,GENERAL MEDICINE
7000134,NORTH CENTRAL,BENUE,OTUKPO,OTIA HOSPITAL                                              ,"1, KANO STREET, OTUKPO, BENUE STATE",C,PRO & HIGHER,GENERAL MEDICINE
7000757,NORTH CENTRAL,BENUE,MAKURDI,PISHON WOMEN SPECIALIST CLINIC MAKURDI,"NO. 5 SAMUEL IGBA STREET, OFF MAKURDI MODERN MARKET ROAD, MAKURDI",C,PRO & HIGHER,GENERAL MEDICINE
90129044,NORTH CENTRAL,BENUE,MAKURDI,QUEENS CLINIC LIMITED MAKURDI,NO. 16 RAILWAY CLOSE OFF RAILWAY BYPASS H/L MAKURDI,C,PRO & HIGHER,GENERAL MEDICINE
7000640,NORTH CENTRAL,BENUE,OTUKPO,ROYAL SPECIALIST HOSPITAL,NO 1 AGATU STREET OTUKPO BENUE STATE,D,ALL PLANS ,GENERAL MEDICINE
7000386,NORTH CENTRAL,BENUE,MAKURDI,SANDRA HOSPITAL                                             ,"24 J S TARKA ROAD, MAKURDI",D,ALL PLANS ,GENERAL MEDICINE
90128548,NORTH CENTRAL,BENUE,MAKURDI,ST JOSEPH CLINIC AND MATERNITY ,"19, ISHEGH NOR STREET OPP MUAKATA PARIS AND GARDEN",D,ALL PLANS ,GENERAL MEDICINE
90128794,NORTH CENTRAL,BENUE,MAKURDI,SYL-ALPHA MEDICAL SERVICE LIMITRD,"28 IORKYAA-AKO STREE, HIGH LEVEL MAKURDI",D,ALL PLANS ,GENERAL MEDICINE
90128302,NORTH CENTRAL,BENUE,MAKURDI,TBT HOSPITAL,91 CAPTAIN DOWNES ROAD,D,ALL PLANS ,GENERAL MEDICINE
85028014,NORTH CENTRAL,BENUE,MAKURDI,UNION DIAGNOSTICS AND CLINICAL SERVICES PLC,"LOGA HOUSE, 1 LAGOS STREET, NEAR FMC, WADATA AREA",D,ALL PLANS ,DIAGNOSTICS
40028067,NORTH CENTRAL,BENUE,MAKURDI,ZION EYE CARE & OPTICAL SERVICES LIMITED,"19, RAILWAY BY-PASS, HIGH LEVEL, MAKURDI, BENUE STATE.",D,ALL PLANS ,OPTICAL
90128616,NORTH EAST,BORNO,BIU,ABBOTT CLINIC AND MATERNITY,18 DAMATURU ROAD BIU,D,ALL PLANS ,GENERAL MEDICINE
90128309,NORTH EAST,BORNO,BIU,ABBOTT CLINICS,18 DAMATURU RD,D,ALL PLANS ,GENERAL MEDICINE
90128311,NORTH EAST,BORNO,MAIDUGURI,ALPINE HOSPITAL,KUNMI ROAD MAIDUGURI,D,ALL PLANS ,GENERAL MEDICINE
40028124,NORTH EAST,BORNO,MAIDUGURI,B.H.A EYE CARE SERVICES,C5 KASHIM SHETTIMA PLAZA BAMA ROAD MAIDUGURI,D,ALL PLANS,OPTICAL
60028001,NORTH EAST,BORNO,MAIDUGURI,BORNO MEDICAL CLINIC,"17/25 BUKAR BOLORI STREET, KUMSHE WARD (FORMER AYAMSU MEMORIAL HOSPITAL).",D,ALL PLANS ,GENERAL MEDICINE
90128664,NORTH EAST,BORNO,MAIDUGURI,CITY MEDICAL CENTRE,LAWAN BUKAR WARD SABON LAMBA,D,ALL PLANS ,GENERAL MEDICINE
90128942,NORTH EAST,BORNO,MAIDUGURI,EMERALD SPECIALIST HOSPITAL,NO.184 FUREMA STREET POMPOMARI BYPASS AFTER TEACHERS VILLAGE MAIDUGURI,D,ALL PLANS ,GENERAL MEDICINE
76028002,NORTH EAST,BORNO,MAIDUGURI,FEDERAL NEUROPSYCHIATRIC HOSPITAL ,BAGA ROAD MAIDUGURI ,D,ALL PLANS ,PSYCHIATRY
45028081,NORTH EAST,BORNO,MAIDUGURI,FRIENDLY DENTAL CARE,NO. 4 SHEHU LAMINU WAY OPPOSITE DUJIMA HOTEL,D,ALL PLANS ,DENTAL
90128315,NORTH EAST,BORNO,MAIDUGURI,GWARY CLINIC ,SHANI,D,ALL PLANS ,GENERAL MEDICINE
90128135,NORTH EAST,BORNO,BIU,HIRKU CLINIC,DAMATURU ROAD,D,ALL PLANS ,GENERAL MEDICINE
90128802,NORTH EAST,BORNO,MAIDUGURI,HORAMA SPECIALIST HOSPITAL LTD,FEROBE STREET OFF LAGOS STREET GRA MAIDUGURI,B,MAX & HIGHER,GENERAL MEDICINE
7000306,NORTH EAST,BORNO,MAIDUGURI,KANEM HOSPITAL,"152, TAFAWA BALEWA STR",D,ALL PLANS ,GENERAL MEDICINE
7000051,NORTH EAST,BORNO,MAIDUGURI,NEW FOUNDATION HOSPITAL,"340,SHAHN UMAR GARBAI ROAD, SABONLAMBA, GALADIMA JUNCTION BORNO STATE",D,ALL PLANS ,GENERAL MEDICINE
7000641,NORTH EAST,BORNO,MAIDUGURI,ROYAL SPECIALIST HOSPITAL,GOMBOLE ROAD AFTER GIWA BARRACKS MAIDUGURI,D,ALL PLANS ,GENERAL MEDICINE
90128844,NORTH EAST,BORNO,MAIDUGURI,UNIVERSITY OF MAIDUGURI TEACHING HOSPITAL,BAMA ROAD MAIDUGURI,D,ALL PLANS ,GENERAL MEDICINE
90128319,NORTH EAST,BORNO,MAIDUGURI,WHITE ARENA ,"GOMBOLE ROAD, MAIDUGURI ",C,PRO & HIGHER,PHYSIOTHERAPY
90128115,NORTH EAST,BORNO,MAIDUGURI,ZAMAN CLINIC ,"87/89 SIR KASHIM ROAD, MAIDUGURI, BORNO",D,ALL PLANS ,GENERAL MEDICINE
6800001,SOUTH SOUTH,CROSS RIVER,CALABAR,ARUBAH SPECIALIST HOSPITAL,NO 23 NSEFIK EYO CLOSE OFF NDIDEM USANG ISO ROAD,B,MAX & HIGHER,GENERAL MEDICINE
6800001,SOUTH SOUTH,CROSS RIVER,CALABAR,ARUBAH SPECIALIST HOSPITAL,TEACHING HOSPITAL ROAD,B,MAX & HIGHER,GENERAL MEDICINE
7000449,SOUTH SOUTH,CROSS RIVER,CALABAR,ASI UKPO DIAGNOSTICS,4 MARY SLESSOR AVENUE CALABAR,D,ALL PLANS ,GENERAL MEDICINE
7000449,SOUTH SOUTH,CROSS RIVER,KLAND,ASI UKPO DIAGNOSTICS,1 HOSPITAL ROAD,D,ALL PLANS ,GENERAL MEDICINE
6000090,SOUTH SOUTH,CROSS RIVER,CALABAR,BAKOR MEDICAL CENTRE,"141, NDIDEM USANG ISO RD",D,ALL PLANS ,GENERAL MEDICINE
4000087,SOUTH SOUTH,CROSS RIVER,CALABAR,BENITA EYE CLINIC,"10, MAYNE AVENUE, CALABAR",D,ALL PLANS ,OPTICAL
90128298,SOUTH SOUTH,CROSS RIVER,CALABAR,CALABAR WOMEN & CHILDREN HOSPITAL,164/165 MURTALA MOHAMMED HIGHWAY CALBAR,C,PRO & HIGHER,OBSTETRICS & GYNAECOLOGY
7000077,SOUTH SOUTH,CROSS RIVER,IKOM,COUNTY SPECIALIST HOSPITAL,11 CALABAR ROAD IKOM,D,ALL PLANS ,GENERAL MEDICINE
6500130,SOUTH SOUTH,CROSS RIVER,CALABAR,DANEX MEDICAL CENTRE LTD,"5 DANEX ROAD, OFF IKOM/CALABAR HIGH WAY",D,ALL PLANS ,GENERAL MEDICINE
40028045,SOUTH SOUTH,CROSS RIVER,CALABAR,ELIM EYE HOSPITAL,"41, DIAMOND HILL, CALABAR, CROSS RIVER STATE.",D,ALL PLANS ,OPTICAL
40028078,SOUTH SOUTH,CROSS RIVER,CALABAR,EYES AND VISION,12 NDIDEN USANG ISO BLVD( PARLAIMENTARY ROAD EXT.) JOHNATHAN BY PASS,D,ALL PLANS ,OPTICAL
6000006,SOUTH SOUTH,CROSS RIVER,CALABAR,FAITH FOUNDATION SPECIALIST CLINIC,"57, NDIDEM USANG ISO RD",B,MAX & HIGHER,GENERAL MEDICINE
4000193,SOUTH SOUTH,CROSS RIVER,CALABAR,GRACEVIEW EYE CLINIC,79 ETTA AGBOR ROAD,D,ALL PLANS ,OPTICAL
45028135,SOUTH SOUTH,CROSS RIVER,CALABAR,GOLD SPARKLES DENTAL CLINIC,"81 GOLDIE STREET, CALABAR",D,ALL PLANS ,DENTAL
90128113,SOUTH SOUTH,CROSS RIVER,IKOM,HOLY FAMILY CATHOLIC HOSPITAL,"BESIDE HOLY FAMILY PARISH, FOUR CORNERS",D,ALL PLANS ,GENERAL MEDICINE
90128039,SOUTH SOUTH,CROSS RIVER,CALABAR,IMMANUEL INFIRMARY,"1, ASSEMBLIES OF GOD RD, ARMY JUNCTION, IKOT EFFANG",D,ALL PLANS ,GENERAL MEDICINE
7000542,SOUTH SOUTH,CROSS RIVER,CALABAR,JOEBONG SKIN AND MEDICAL CENTRE,4 KADANA STREET OFF ATEKONG DRIVE STATE HOUSING ESTATE CALABAR,C,PRO & HIGHER,GENERAL MEDICINE
90129015,SOUTH SOUTH,CROSS RIVER,OGOJA,JOHNMARK COTTAGE HOSPITAL,"3, MBUBE NDOK ROAD, OGOJA JUCTION, CROSS RIVER",D,ALL PLANS ,GENERAL MEDICINE
90128611,SOUTH SOUTH,CROSS RIVER,CALABAR,KREITTON CARE HOSPITAL,12 EBED RESIDENTIAL ESTATE ASARI ESO LAYOUT ,C,PRO & HIGHER,GENERAL MEDICINE
7000563,SOUTH SOUTH,CROSS RIVER,CALABAR,LUCIAMA MEMORIAL EYE SPECIALIST HOSPITAL,10 LUCIAMA HOSPITAL ROAD OFFF WATER INTAKE ROAD CALABAR,D,ALL PLANS ,OPTICAL
7000563,SOUTH SOUTH,CROSS RIVER,CALABAR,LUCIAMA MEMORIAL SPECIALIST HOSPITAL,10 LUCIAMA HOSPITAL ROAD OFFF WATER INTAKE ROAD CALABAR,D,ALL PLANS ,GENERAL MEDICINE
4000252,SOUTH SOUTH,CROSS RIVER,CALABAR,MEGO VISION CLINIC CALABAR,"54 NDIDEM USANG ISO RD, BIG QUA TOWN, CALABAR",C,PRO & HIGHER,OPTICAL
7000768,SOUTH SOUTH,CROSS RIVER,CALABAR,MT ZION MEDICAL CENTER,"28B, YELLOW DUKE STREET, CHAMLEY,, CALABAR SOUTH, CROSS RIVER, NIGERIA.",C,PRO & HIGHER,GENERAL MEDICINE
90128270,SOUTH SOUTH,CROSS RIVER,OGOJA,SANCTA MARIA HOSPITAL,"11 EROKORO STREET, INDUSTRIAL LAYOUT ABAKPA OGOJA",D,ALL PLANS ,GENERAL MEDICINE
91228011,SOUTH SOUTH,CROSS RIVER,CALABAR,ST CECILIA EYE CLINIC,"VENETIAN MALL, PLOT 5, MURTALA MUHAMMED HIGHWAY",D,ALL PLANS ,OPTICAL
3500010,SOUTH SOUTH,CROSS RIVER,CALABAR,SYNLAB CALABAR CHILDREN HOSPITAL,"164/165, MURTALA MUHAMMED HIGHWAY, CALABAR",C,PRO & HIGHER,LABORATORY
9010035,SOUTH SOUTH,CROSS RIVER,CALABAR,TESTIMONY MEDICAL CONSULTANTS,"PLOT 392 ETA-AGBOR LAYOUT, SEN. BASSEY EWA HENSHAW DRIVE, OFF UNICAL HOTEL ROAD, CALABAR",C,PRO & HIGHER,GENERAL MEDICINE
4500140,SOUTH SOUTH,CROSS RIVER,CALABAR,VINCITORE DENTAL CLINIC,"6 MCC ROAD, OPPOSITE MILLICENT PETROL STATION, IKOT EYO, CALABAR",C,PRO & HIGHER,DENTAL
9120010,SOUTH SOUTH,CROSS RIVER,CALABAR,ZERAH EYE HOSPITAL & LASER CENTER,103 IBOM LAYOUT OPPOSITE LIVING FAITH CHURCH,B,MAX & HIGHER,OPTICAL
4000110,SOUTH SOUTH,DELTA,WARRI,ABELO EYE CLINIC                                           ,"114, WARRI/SAPELE ROAD, WARRI",D,ALL PLANS ,OPTICAL
6000155,SOUTH SOUTH,DELTA,WARRI,AFRIGLOBAL MEDICARE LIMITED DELTA,"DELTA STATE UNIVERSITY TEACHING HOSPITAL, OGHARA-AJAGBADUDU ROAD, OGHARA, DELTA STATE.",D,ALL PLANS ,DIAGNOSTICS
90128300,SOUTH SOUTH,DELTA,WARRI,AGBOWUS MEDICAL CENTER,"3, OGBE DRIVE, EKUREDE, WARRI",B,MAX & HIGHER,GENERAL MEDICINE
90129105,SOUTH SOUTH,DELTA,ASABA,AGCARE SPECIALIST CLINIC ,"1 S.C DUNKWU STREET,  OFF  C. SAMUEL BY DIVINE WAY BAPTIST, OFF OKPANAM ROAD, ASABA",D,ALL PLANS ,GENERAL MEDICINE
91228015,SOUTH SOUTH,DELTA,ASABA,AILEN EYE CLINIC,"395 NNEBISI ROAD, LION HOSUE, ASABA",D,ALL PLANS ,OPTICAL
7000193,SOUTH SOUTH,DELTA,AGBOR,ANIOMA HOSPITAL,"13, MEMEH STREET BOJI BOJI, OWA, DELTA STATE",D,ALL PLANS ,GENERAL MEDICINE
40028046,SOUTH SOUTH,DELTA,EFFURUN,AUBAINE EYECARE INC.,"FLAT 2, WHITE IDIEGBE ESTATE, 24, AIRPORT ROAD, UGBORIKOKO",D,ALL PLANS ,OPTICAL
45028067,SOUTH SOUTH,DELTA,EFFURUN,BEAM DENTAL CLINIC,"SHOP 3, DELTA MALL",D,ALL PLANS ,DENTAL
35028004,SOUTH SOUTH,DELTA,WARRI,BIOSCREEN MEDICAL DIAGNOSTICS LABORATORY,"30, OKOTIE STREET, OKUMAGBA LAYOUT, WARRI, DELTA STATE",D,ALL PLANS ,DIAGNOSTICS
4500039,SOUTH SOUTH,DELTA,ASABA,BLUE CROSS DOYEN DENTAL CLINIC,NO 2 NNEKA NWACHUKWU CLOSE OF  AMB LEO OKOGWU STR. ASABA,D,ALL PLANS ,DENTAL
7000467,SOUTH SOUTH,DELTA,KWALE,BREMA HOSPITAL,5/7 ASHAKA RD,D,ALL PLANS ,GENERAL MEDICINE
45028062,SOUTH SOUTH,DELTA,WARRI,BRIDGE DENTAL CLINIC,39 AIRPORT ROAD OPPOSITE TIVO SUPERMARKET EFFURUN,D,ALL PLANS ,DENTAL
7000882,SOUTH SOUTH,DELTA,WARRI,BRYANT HOSPITAL LIMITED,NO 13 ETI/MUDIAGA STREET OFF EMEBIREN STREET OKUMAGBA LAYOUT,D,ALL PLANS ,GENERAL MEDICINE
7000232,SOUTH SOUTH,DELTA,WARRI,CAPITOL HILL HOSPITAL,"2, OMAMOFE SILLO STREET, OFF ETUWEWE STEET",C,PRO & HIGHER,GENERAL MEDICINE
7000232,SOUTH SOUTH,DELTA,WARRI,CAPITOL HILL HOSPITAL,"NO. 38B AIRPORT ROAD, UGBORIKOKO. OPP. UGBOROKE SECONDARY SCHOOL",C,PRO & HIGHER,GENERAL MEDICINE
7000072,SOUTH SOUTH,DELTA,ABBI,CATHOLIC HOSPITAL ABBI,"OGBEZI ROAD, ABBI. DELTA STATE",C,PRO & HIGHER,GENERAL MEDICINE
3500007,SOUTH SOUTH,DELTA,WARRI,CLINA LANCET LABORATORIES WARRI,"SUITE 8,BLOCK 2, EDEWOR SHOPPING CENTRE, EFFURUN – SAPELE ROAD, WARRI, DELTA STATE NIGERIA",D,ALL PLANS ,LABORATORY
,SOUTH SOUTH,DELTA,AGBOR,CRESCENT DIAGNOSTICS,"178, OLD LAGOS/ASABA ROAD(BY EU-OWA TRAFFIC LIGHT) BOJI-BOJI",D,ALL PLANS ,DIAGNOSTICS
,SOUTH SOUTH,DELTA,ASABA,CRESCENT DIAGNOSTICS,435 NNEBISI ROAD OPPOSITE FMC ASABA,D,ALL PLANS ,DIAGNOSTICS
7000486,SOUTH SOUTH,DELTA,AGBOR,DAY SPRING HOSPITAL ,"PLOT 708, 2ND STREET, DDPA BENDEL ESTATE, AGBOR, DELTA STATE",D,ALL PLANS ,GENERAL MEDICINE
90128301,SOUTH SOUTH,DELTA,WARRI,DDS EYE CENTRE & SURGERY,"34, AIRPORT ROAD",B,MAX & HIGHER,OPTICAL
4500013,SOUTH SOUTH,DELTA,WARRI,DENTOBA DENTAL CLINIC,NO 7 OBADA CLOSE OFF REFINERY ROAD BY HOTEL EXCEL EFFURUN DELTA STATE,C,PRO & HIGHER,DENTAL
3000032,SOUTH SOUTH,DELTA,ASABA,ECHOLAB SERVICES LIMITED ASABA,"375B NNEBISI ROAD, UMUAGU, ASABA",D,ALL PLANS ,DIAGNOSTICS
90128745,SOUTH SOUTH,DELTA,ASABA,EL-COMFORT HOSPITAL ASABA,"1 FEAR GOD STREET BONSAAC, OKWE ASABA ",D,ALL PLANS ,GENERAL MEDICINE
4000021,SOUTH SOUTH,DELTA,ASABA,EYEMASTERS LIMITED ASABA,"INDEPENDENCE MALL, PLOT 2, PHASE 4,OKPANAM ROAD,BY VILLA TUSCANA HOTELS, ASABA, DELTASTATE.",C,PRO & HIGHER,OPTICAL
40028047,SOUTH SOUTH,DELTA,ASABA,EYEMED EYE CARE,"7 SUMMIT ROAD, BETWEEN TOTAL FILLING STATION AND DLA JUNCTION (SUMMIT KEKE PARK)      ",C,PRO & HIGHER,OPTICAL
4500147,SOUTH SOUTH,DELTA,SAPELE,FAVCOV DENTAL CLINIC,NO 72 UGBERIKOKO ROAD INSIDE IKANONE ESTATE OFF GANA,D,ALL PLANS ,DENTAL
6500056,SOUTH SOUTH,DELTA,ASABA,FEDERAL MEDICAL CENTER ASABA,ASABA,C,PRO & HIGHER,GENERAL MEDICINE
4000244,SOUTH SOUTH,DELTA,WARRI,FIRST OPTICIANS CLINIC,"EFFURUN/ SAPELE ROAD. OPP . BOB IZUA MOTORS, ENERHEN JUNCTION, WARRI",D,ALL PLANS ,OPTICAL
4000023,SOUTH SOUTH,DELTA,WARRI,FLOMAT EYE CLINIC,"104, AIRPORT ROAD ,WARRI",D,ALL PLANS ,OPTICAL
40028048,SOUTH SOUTH,DELTA,WARRI,GENERATIONS EYE CLINIC,"66, OKUMAGBA AVENUE, WARRI, DELTA STATE.",C,PRO & HIGHER,OPTICAL
4000228,SOUTH SOUTH,DELTA,ASABA,GIFTED HANDS OPTICAL CENTER,"NO,44 DENNIS OSADEBE WAY ASABA",C,PRO & HIGHER,OPTICAL
90428001,SOUTH SOUTH,DELTA,SAPELE,GRACEVILLE CHILDREN HOSPITAL,"30 GHENE ROAD,",C,PRO & HIGHER,PAEDIATRICS
90128565,SOUTH SOUTH,DELTA,ASABA,GROUP CHRISTIAN MEDICAL CENTRE,"3 SHIRLET ONYEMENEM STR, OFF OKPANAM ROAD, BY REDEEMED JUNCTION.",D,ALL PLANS ,GENERAL MEDICINE
6500144,SOUTH SOUTH,DELTA,WARRI,GROUP CHRISTIAN MEDICAL CENTRE,"MOSHESHE HOUSING ESTATE, AIRPORT ROAD, EVWIE",D,ALL PLANS ,GENERAL MEDICINE
45028039,SOUTH SOUTH,DELTA,WARRI,HARVARD DENTAL CLINIC,"EKURED ITSEKIRI, WARRI",C,PRO & HIGHER,DENTAL
90128303,SOUTH SOUTH,DELTA,WARRI,HARVARD SPECIALIST HOSPITAL,"OLU PALACE ROAD, EKURED ITSEKIRI, WARRI",C,PRO & HIGHER,GENERAL MEDICINE
7000288,SOUTH SOUTH,DELTA,EFFURUN,HUMANITY HOSPITAL,"NO 3 HUMANITY HOSPITAL CLOSE, OFF ENERHEN ROAD, EFFURUN",C,PRO & HIGHER,GENERAL MEDICINE
7000532,SOUTH SOUTH,DELTA,ASABA,ICON HOSPITAL,"303, NNEBISI RD",D,ALL PLANS ,GENERAL MEDICINE
7000537,SOUTH SOUTH,DELTA,WARRI,ISLAND CLINIC AND MATERNITY,100 OKERE-UGBORIKOKO ROAD,C,PRO & HIGHER,GENERAL MEDICINE
90128527,SOUTH SOUTH,DELTA,WARRI,JAH ROPHEKA HOSPITAL AND MATERNITY,63B JAKPA ROAD OPP. OKOLOBA JUNCTION,D,ALL PLANS ,GENERAL MEDICINE
90128304,SOUTH SOUTH,DELTA,SAPELE,JEROU CLINIC AND MATERNITY,"37B, NEW OGORODE ROAD,SAPELE, NEW OGORODE ROAD, SAPELE, DELTA, NIGERIA",C,PRO & HIGHER,GENERAL MEDICINE
